runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-precision,cam_allwinner-recall,cam_allwinner-f1-score,cam_allwinner-support,cam_allwinner-accuracy,light-precision,light-recall,light-f1-score,light-support,light-accuracy,plug-precision,plug-recall,plug-f1-score,plug-support,plug-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
698.9413776397705,0.9849424169061248,0.9646602533170828,0.974844683562523,0.9999345378371302,0.9998036392197932,0.9998690842442888,45834.0,0.9999345378371302,0.9940693430656934,0.8961177825300214,0.9425555843931136,12158.0,0.9940693430656934,0.9600392330570144,0.9980593382014341,0.9786801703006063,30402.0,0.9600392330570144,0.9846810379866127,0.9646602533170828,0.9737016129793362,88394.0,0.9854063335024897,0.9849424169061248,0.9846983385725641,88394.0
