0,1,2,3,4,5,6,7,8
Device,Accum,Window,Combo,Model Name,f1_micro,accuracy,balanced_accuracy,mcc
cam,128,4,2,WeightedEnsemble_L3,0.3288879929288074,0.3288879929288074,0.32895916803659947,0.2330231374076486
cam,128,4,3,WeightedEnsemble_L3,0.32870190891187373,0.32870190891187373,0.3288039943991976,0.2328063039886263
cam,128,4,4,WeightedEnsemble_L3,0.3150402406686619,0.3150402406686619,0.3151038098550294,0.21717748170008713
cam,128,5,2,WeightedEnsemble_L3,0.32926016096267463,0.32926016096267463,0.32929881710801634,0.2334652010169787
cam,128,5,3,WeightedEnsemble_L3,0.32449951152945555,0.32449951152945555,0.32458848147426766,0.22802728551490312
cam,128,5,4,WeightedEnsemble_L3,0.319010033029913,0.319010033029913,0.3190562527584614,0.22174053550826012
cam,128,5,5,WeightedEnsemble_L3,0.29711414703738737,0.29711414703738737,0.2972001904735432,0.19672899388558504
cam,128,6,2,WeightedEnsemble_L3,0.32637585870020314,0.32637585870020314,0.32645636611866247,0.23015742263122357
cam,128,6,3,WeightedEnsemble_L3,0.3249957355746119,0.3249957355746119,0.3249821316941018,0.2285950832510182
cam,128,6,4,WeightedEnsemble_L3,0.3207468171879604,0.3207468171879604,0.3207238333370521,0.22370622912866966
cam,128,6,5,WeightedEnsemble_L3,0.31058973126366557,0.31058973126366557,0.3106506707673046,0.21210093486240356
cam,128,6,6,WeightedEnsemble_L3,0.27980833346255835,0.27980833346255835,0.27986244353294865,0.17700783456475327
