0,1,2,3,4,5,6,7,8
Device,Accum,Window,Combo,Model Name,f1_micro,accuracy,balanced_accuracy,mcc
light,128,4,2,WeightedEnsemble_L3,0.625625,0.625625,0.22301746796079305,0.41631525349531445
light,128,4,3,WeightedEnsemble_L2,0.51,0.51,0.18153973892701092,0.24017928125185614
light,128,4,4,WeightedEnsemble_L2,0.5375,0.5375,0.1880546452609135,0.27248815106165164
