0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
plug-1_accuracy,plug-1_support,plug-3_accuracy,plug-3_support,plug-8_accuracy,plug-8_support,plug-5_accuracy,plug-5_support,plug-6_accuracy,plug-6_support,plug-7_accuracy,plug-7_support,plug-4_accuracy,plug-4_support,plug-2_accuracy,plug-2_support,accuracy,macro_average_precision,macro_average_recall,macro_average_f1,macro_average_support,weighted_average_precision,weighted_average_recall,weighted_average_f1,weighted_average_support
0.4002215248292413,16251,0.41235184029943855,17633,0.3549523016838466,15619,0.5583101441942828,19765,0.3567083589638439,14631,0.8070658561977365,29777,0.5612455793873146,21773,0.4350398936170213,15040,0.5207556698496235,0.5603856867502993,0.4857369373965907,0.5020062435033291,150489,0.5470258251958392,0.5207556698496235,0.5118502243970499,150489
