0,1,2,3,4,5,6,7,8
Device,Accum,Window,Combo,Model Name,f1_micro,accuracy,balanced_accuracy,mcc
cam,1024,4,2,WeightedEnsemble_L3,0.33498224448338426,0.33498224448338426,0.33495877087603126,0.23997184007803005
cam,1024,4,3,WeightedEnsemble_L3,0.3351373144974956,0.3351373144974956,0.3351200075776795,0.2401839468335353
cam,1024,4,4,WeightedEnsemble_L3,0.32474762355203374,0.32474762355203374,0.32475496425633205,0.22831492501036305
cam,1024,5,2,WeightedEnsemble_L3,0.3363003396033309,0.3363003396033309,0.33632141272982174,0.24149336445033195
cam,1024,5,3,WeightedEnsemble_L3,0.331446648161645,0.331446648161645,0.33147284294464996,0.23597387319192067
cam,1024,5,4,WeightedEnsemble_L3,0.3307953541023772,0.3307953541023772,0.33077202554161567,0.23520160082340952
cam,1024,5,5,WeightedEnsemble_L3,0.31806410594383366,0.31806410594383366,0.31808883310030633,0.22062648688839556
cam,1024,6,2,WeightedEnsemble_L3,0.3353699195186627,0.3353699195186627,0.3353133092213597,0.24044198289212398
cam,1024,6,3,WeightedEnsemble_L3,0.3349977514847954,0.3349977514847954,0.3350130024435104,0.24002455192923225
cam,1024,6,4,WeightedEnsemble_L3,0.33046970707274337,0.33046970707274337,0.330454390836282,0.234849486227138
cam,1024,6,5,WeightedEnsemble_L3,0.32477863755485603,0.32477863755485603,0.32478193190719346,0.22833823928866612
cam,1024,6,6,WeightedEnsemble_L3,0.30792252702094997,0.30792252702094997,0.3079669288025266,0.2090584227676924
