Model,Accuracy,F1,Precision,Recall,Device
LightGBMXT_BAG_L1,0.130226854690374,0.12061328790459966,0.11232152300370174,0.130226854690374,cam-1
LightGBMXT_BAG_L1,0.07999012467596593,0.08122336425169216,0.08249522597071929,0.07999012467596593,cam-2
LightGBMXT_BAG_L1,0.07067706399306845,0.07469422460592583,0.07919556171983357,0.07067706399306845,cam-3
LightGBMXT_BAG_L1,0.04137145748987854,0.05320966560898219,0.07453840893549123,0.04137145748987854,cam-4
LightGBMXT_BAG_L1,0.12223042836041359,0.10671108484229758,0.09468866215314199,0.12223042836041359,cam-5
LightGBMXT_BAG_L1,0.09939423909012239,0.09062728963534915,0.08328154133001865,0.09939423909012239,cam-6
LightGBMXT_BAG_L1,0.06116625310173697,0.06947576099210823,0.08039791258969341,0.06116625310173697,cam-7
LightGBMXT_BAG_L1,0.09943573667711599,0.09986776651344374,0.10030356691120668,0.09943573667711599,cam-8
LightGBMXT_BAG_L1,0.9120146383823347,0.9147665412013561,0.9175351014040561,0.9120146383823347,iot_noise
LightGBMXT_BAG_L1,0.9532611729677759,0.9302522661581998,0.908327915361428,0.9532611729677759,network_noise
LightGBMXT_BAG_L1,0.2569767969428786,0.25414412517139545,0.25330854193792907,0.2569767969428786,all
LightGBM_BAG_L1,0.12863274064990804,0.1275457474618518,0.1264769713045575,0.12863274064990804,cam-1
LightGBM_BAG_L1,0.09974077274410567,0.10225906473454406,0.10490781615164892,0.09974077274410567,cam-2
LightGBM_BAG_L1,0.09122416140611461,0.09717186366932559,0.10394922425952045,0.09122416140611461,cam-3
LightGBM_BAG_L1,0.04896255060728745,0.06427503736920777,0.09352344127597874,0.04896255060728745,cam-4
LightGBM_BAG_L1,0.17171344165435745,0.13676470588235293,0.11363636363636363,0.17171344165435745,cam-5
LightGBM_BAG_L1,0.1270861663988132,0.11231903851406719,0.10062646828504307,0.1270861663988132,cam-6
LightGBM_BAG_L1,0.06253101736972705,0.07694069155026334,0.09998016266613767,0.06253101736972705,cam-7
LightGBM_BAG_L1,0.1070846394984326,0.11082273553075524,0.11483124915960737,0.1070846394984326,cam-8
LightGBM_BAG_L1,0.9438655253690609,0.9151981716485235,0.8882208732197058,0.9438655253690609,iot_noise
LightGBM_BAG_L1,0.9371026269267748,0.9331521487360831,0.9292348382334851,0.9371026269267748,network_noise
LightGBM_BAG_L1,0.2717943642624582,0.26764492050969746,0.2675387408192048,0.2717943642624582,all
ExtraTreesGini_BAG_L1,0.04414469650521153,0.0411946446961895,0.03861417998498337,0.04414469650521153,cam-1
ExtraTreesGini_BAG_L1,0.018392791013455128,0.018951920630882725,0.019546110455201365,0.018392791013455128,cam-2
ExtraTreesGini_BAG_L1,0.017328877336303998,0.01827318410232983,0.01932633903920486,0.017328877336303998,cam-3
ExtraTreesGini_BAG_L1,0.006578947368421052,0.008304056212072822,0.011255411255411256,0.006578947368421052,cam-4
ExtraTreesGini_BAG_L1,0.03434268833087149,0.031012060245651087,0.028270341473300233,0.03434268833087149,cam-5
ExtraTreesGini_BAG_L1,0.024848559772530598,0.024329722205410638,0.023832108133744367,0.024848559772530598,cam-6
