Model,Accuracy,F1,Precision,Recall,Device
ExtraTreesEntr_BAG_L2,0.904485810192249,0.9364928909952607,0.9708483458892893,0.904485810192249,light-2
ExtraTreesEntr_BAG_L2,0.9695259593679458,0.945514584479912,0.9226638023630505,0.9695259593679458,light-3
ExtraTreesEntr_BAG_L2,0.6610169491525424,0.7647058823529412,0.9069767441860465,0.6610169491525424,light-4
ExtraTreesEntr_BAG_L2,0.6551724137931034,0.7037037037037037,0.76,0.6551724137931034,light-5
ExtraTreesEntr_BAG_L2,0.9016393442622951,0.9401709401709402,0.9821428571428571,0.9016393442622951,light-6
ExtraTreesEntr_BAG_L2,0.9180327868852459,0.9411764705882353,0.9655172413793104,0.9180327868852459,light-7
ExtraTreesEntr_BAG_L2,0.6206896551724138,0.75,0.9473684210526315,0.6206896551724138,light-8
ExtraTreesEntr_BAG_L2,0.9664418489883204,0.9712349148619607,0.9760757600930388,0.9664418489883204,network_noise
all,1.0631021593514924,1.1073694478067886,1.167000028357686,1.0631021593514924,all
XGBoost_BAG_L2,0.9769698963645337,0.9686837383787311,0.9605369561701439,0.9769698963645337,iot_noise
XGBoost_BAG_L2,0.9311716121137963,0.9387818041634541,0.9465174129353234,0.9311716121137963,light-1
XGBoost_BAG_L2,0.9121147390906317,0.9369905956112852,0.9632613599742185,0.9121147390906317,light-2
XGBoost_BAG_L2,0.9667042889390519,0.9465831644870143,0.9272825694695056,0.9667042889390519,light-3
XGBoost_BAG_L2,0.6949152542372882,0.7522935779816514,0.82,0.6949152542372882,light-4
XGBoost_BAG_L2,0.6551724137931034,0.7378640776699029,0.8444444444444444,0.6551724137931034,light-5
XGBoost_BAG_L2,0.9180327868852459,0.9411764705882353,0.9655172413793104,0.9180327868852459,light-6
XGBoost_BAG_L2,0.9016393442622951,0.9322033898305084,0.9649122807017544,0.9016393442622951,light-7
XGBoost_BAG_L2,0.6379310344827587,0.7326732673267328,0.8604651162790697,0.6379310344827587,light-8
XGBoost_BAG_L2,0.967757854910347,0.9724770642201834,0.9772425249169435,0.967757854910347,network_noise
all,1.0703011531348816,1.1074658937822122,1.1537724882838394,1.0703011531348816,all
