0,1,2,3,4,5,6,7,8
Device,Accum,Window,Combo,Model Name,f1_micro,accuracy,balanced_accuracy,mcc
plug,256,4,2,WeightedEnsemble_L3,0.7850141438063285,0.7850141438063285,0.7752143938681619,0.7517445044310661
plug,256,4,3,WeightedEnsemble_L3,0.7513650417735676,0.7513650417735676,0.740447514061622,0.7127735442943612
plug,256,4,4,WeightedEnsemble_L3,0.7621209130978224,0.7621209130978225,0.7534782981230332,0.7252583298525446
plug,256,5,2,WeightedEnsemble_L3,0.7686336425235182,0.7686336425235182,0.7585083976681596,0.732789274031366
plug,256,5,3,WeightedEnsemble_L3,0.7483718176435761,0.7483718176435761,0.7362082859950035,0.709301567925818
plug,256,5,4,WeightedEnsemble_L3,0.7446220643378726,0.7446220643378725,0.7337938854076447,0.7049364730735165
plug,256,5,5,WeightedEnsemble_L3,0.7425169396750213,0.7425169396750214,0.7334926398720732,0.7024799401902497
plug,256,6,2,WeightedEnsemble_L3,0.7703769488849418,0.7703769488849418,0.7611300575793719,0.734810700675685
plug,256,6,3,WeightedEnsemble_L3,0.7413328070521675,0.7413328070521676,0.7295841076895331,0.7011174365233617
plug,256,6,4,WeightedEnsemble_L3,0.7478126439050062,0.7478126439050062,0.7364884377714422,0.7086318446302896
plug,256,6,5,WeightedEnsemble_L3,0.7398526412736004,0.7398526412736004,0.7287888745272457,0.6994444066799086
plug,256,6,6,WeightedEnsemble_L3,0.7112361028879679,0.7112361028879679,0.7039269221253294,0.6662676859542537
