runtime,accuracy,balanced_accuracy,mcc,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,plug-1-precision,plug-1-recall,plug-1-f1-score,plug-1-support,plug-1-accuracy,plug-2-precision,plug-2-recall,plug-2-f1-score,plug-2-support,plug-2-accuracy,plug-3-precision,plug-3-recall,plug-3-f1-score,plug-3-support,plug-3-accuracy,plug-4-precision,plug-4-recall,plug-4-f1-score,plug-4-support,plug-4-accuracy,plug-5-precision,plug-5-recall,plug-5-f1-score,plug-5-support,plug-5-accuracy,plug-6-precision,plug-6-recall,plug-6-f1-score,plug-6-support,plug-6-accuracy,plug-7-precision,plug-7-recall,plug-7-f1-score,plug-7-support,plug-7-accuracy,plug-8-precision,plug-8-recall,plug-8-f1-score,plug-8-support,plug-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
4144.684645175934,0.8766598116129688,0.8694577127188147,0.8623126233245737,0.953451985135928,0.975,0.9641056066449125,5000.0,0.975,0.9760687257107793,0.9544,0.9651127515421175,5000.0,0.9544,0.8647463994990607,0.8413036856533658,0.8528639802377644,3283.0,0.8413036856533658,0.8515050167224081,0.8380513495720869,0.8447246184472461,3038.0,0.8380513495720869,0.8436005625879044,0.8419427288040426,0.84277083040607,3562.0,0.8419427288040426,0.8339860748476936,0.8713343941804955,0.8522512506948304,4399.0,0.8713343941804955,0.8439785470502194,0.8670172802404207,0.8553428042001234,3993.0,0.8670172802404207,0.8532458563535912,0.8359269282814614,0.8444976076555024,2956.0,0.8359269282814614,0.8425832492431887,0.835,0.838774485183325,5000.0,0.835,0.8505004843396836,0.8346007604562737,0.842475611706381,3156.0,0.8346007604562737,0.8713666901490458,0.8694577127188147,0.8702919546718274,39387.0,0.8768462953850122,0.8766598116129688,0.876628450516012,39387.0
