runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-precision,cam_allwinner-recall,cam_allwinner-f1-score,cam_allwinner-support,cam_allwinner-accuracy,light-precision,light-recall,light-f1-score,light-support,light-accuracy,plug-precision,plug-recall,plug-f1-score,plug-support,plug-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
614.1846919059753,0.9700092766477363,0.9418018384740257,0.9495724709865739,0.9848448505200724,0.9853820308068246,0.9851133674326285,45834.0,0.9848448505200724,0.9366822216122244,0.8419970389866754,0.8868194221856457,12158.0,0.9366822216122244,0.960007593494906,0.9980264456285771,0.9786479163978842,30402.0,0.960007593494906,0.9605115552090676,0.9418018384740257,0.9501935686720527,88394.0,0.9696779440519782,0.9700092766477363,0.969369986335822,88394.0
