runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-precision,cam_allwinner-recall,cam_allwinner-f1-score,cam_allwinner-support,cam_allwinner-accuracy,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,light-precision,light-recall,light-f1-score,light-support,light-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,plug-precision,plug-recall,plug-f1-score,plug-support,plug-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
4174.579831838608,0.9479898478848835,0.9474346397374213,0.9327061145537022,0.9931230215042026,0.9925163092095215,0.9928195726663611,45833.0,0.9931230215042026,0.9175920774451987,0.8995941877209058,0.9085040046711983,45834.0,0.9175920774451987,0.9348687469044081,0.9314854416844875,0.9331740276862227,12158.0,0.9348687469044081,0.9162882905928247,0.937819086267836,0.926928675400291,45834.0,0.9162882905928247,0.9791721679429628,0.9757581738043549,0.9774621898579855,30402.0,0.9791721679429628,0.9482088608779193,0.9474346397374213,0.9477776940564118,180061.0,0.9480498648120506,0.9479898478848835,0.9479646134203717,180061.0
