runtime,accuracy,balanced_accuracy,mcc,plug-1-precision,plug-1-recall,plug-1-f1-score,plug-1-support,plug-1-accuracy,plug-2-precision,plug-2-recall,plug-2-f1-score,plug-2-support,plug-2-accuracy,plug-3-precision,plug-3-recall,plug-3-f1-score,plug-3-support,plug-3-accuracy,plug-4-precision,plug-4-recall,plug-4-f1-score,plug-4-support,plug-4-accuracy,plug-5-precision,plug-5-recall,plug-5-f1-score,plug-5-support,plug-5-accuracy,plug-6-precision,plug-6-recall,plug-6-f1-score,plug-6-support,plug-6-accuracy,plug-7-precision,plug-7-recall,plug-7-f1-score,plug-7-support,plug-7-accuracy,plug-8-precision,plug-8-recall,plug-8-f1-score,plug-8-support,plug-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
1.2087204456329346,0.23264014935435356,0.23204432807714542,0.1254441389837131,0.35819857416101547,0.2564102564102564,0.2988755894087777,8034.0,0.35819857416101547,0.07480123316566607,0.05343688420076504,0.0623394185260311,8627.0,0.07480123316566607,0.2874111576282738,0.21613706252745643,0.24672990931505706,13658.0,0.2874111576282738,0.33296337402885684,0.3410253495509833,0.3369461447745269,8797.0,0.33296337402885684,0.3857103372028745,0.25128297470063926,0.3043122717112795,11107.0,0.3857103372028745,0.2739608012061167,0.26272849323556746,0.26822710738573463,9683.0,0.2739608012061167,0.06417140176197675,0.14686232402767835,0.08931616179938327,8382.0,0.06417140176197675,0.28391321344800624,0.32847127996381725,0.30457118892849655,8844.0,0.28391321344800624,0.2576412615753483,0.23204432807714542,0.23891472398116084,77132.0,0.26400557846604294,0.23264014935435356,0.2423434648620554,77132.0
