runtime,accuracy,balanced_accuracy,mcc,plug-1-precision,plug-1-recall,plug-1-f1-score,plug-1-support,plug-1-accuracy,plug-2-precision,plug-2-recall,plug-2-f1-score,plug-2-support,plug-2-accuracy,plug-3-precision,plug-3-recall,plug-3-f1-score,plug-3-support,plug-3-accuracy,plug-4-precision,plug-4-recall,plug-4-f1-score,plug-4-support,plug-4-accuracy,plug-5-precision,plug-5-recall,plug-5-f1-score,plug-5-support,plug-5-accuracy,plug-6-precision,plug-6-recall,plug-6-f1-score,plug-6-support,plug-6-accuracy,plug-7-precision,plug-7-recall,plug-7-f1-score,plug-7-support,plug-7-accuracy,plug-8-precision,plug-8-recall,plug-8-f1-score,plug-8-support,plug-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
1631.4112792015076,0.7995517401784582,0.799553619470222,0.7709908815138209,0.7991536458333334,0.8305142083897158,0.8145321831453218,2956.0,0.7991536458333334,0.8145003265839321,0.8439932318104907,0.8289845437925878,2955.0,0.8145003265839321,0.8045163464779238,0.807510148849797,0.8060104676684112,2956.0,0.8045163464779238,0.7688663282571913,0.7686062246278755,0.768736254440873,2956.0,0.7688663282571913,0.7820209530246705,0.7828146143437077,0.7824175824175825,2956.0,0.7820209530246705,0.8316291751874574,0.8254397834912043,0.8285229202037352,2956.0,0.8316291751874574,0.7779013718946978,0.709742895805142,0.7422607465062798,2956.0,0.7779013718946978,0.8153948683772076,0.827807848443843,0.8215544737283867,2956.0,0.8153948683772076,0.7992478769545517,0.799553619470222,0.7991273964878972,23647.0,0.7992472319488584,0.7995517401784582,0.7991261338690744,23647.0
