runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-precision,cam_allwinner-recall,cam_allwinner-f1-score,cam_allwinner-support,cam_allwinner-accuracy,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,light-precision,light-recall,light-f1-score,light-support,light-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,plug-precision,plug-recall,plug-f1-score,plug-support,plug-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
3947.40220952034,0.9039158951688594,0.9039969459250591,0.8771874400539548,0.9709987154085654,0.9730113016537941,0.9720039667404075,45834.0,0.9709987154085654,0.905933762649494,0.7734819889599197,0.8344847878538221,45833.0,0.905933762649494,0.9186461324284347,0.868399407797335,0.8928163714007864,12158.0,0.9186461324284347,0.8009547805330858,0.9224593096827682,0.8574238752395534,45834.0,0.8009547805330858,0.9724609375,0.9826327215314782,0.9775203690978699,30402.0,0.9724609375,0.9137988657039159,0.9039969459250591,0.9068498740664879,180061.0,0.9078647557019222,0.9039158951688594,0.90341813438678,180061.0
