runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-1-precision,cam_allwinner-1-recall,cam_allwinner-1-f1-score,cam_allwinner-1-support,cam_allwinner-1-accuracy,cam_allwinner-2-precision,cam_allwinner-2-recall,cam_allwinner-2-f1-score,cam_allwinner-2-support,cam_allwinner-2-accuracy,cam_allwinner-3-precision,cam_allwinner-3-recall,cam_allwinner-3-f1-score,cam_allwinner-3-support,cam_allwinner-3-accuracy,cam_allwinner-4-precision,cam_allwinner-4-recall,cam_allwinner-4-f1-score,cam_allwinner-4-support,cam_allwinner-4-accuracy,cam_allwinner-5-precision,cam_allwinner-5-recall,cam_allwinner-5-f1-score,cam_allwinner-5-support,cam_allwinner-5-accuracy,cam_allwinner-6-precision,cam_allwinner-6-recall,cam_allwinner-6-f1-score,cam_allwinner-6-support,cam_allwinner-6-accuracy,cam_allwinner-7-precision,cam_allwinner-7-recall,cam_allwinner-7-f1-score,cam_allwinner-7-support,cam_allwinner-7-accuracy,cam_allwinner-8-precision,cam_allwinner-8-recall,cam_allwinner-8-f1-score,cam_allwinner-8-support,cam_allwinner-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
64836.15878558159,0.972873282797479,0.9728738141540396,0.9691325638336351,0.8885416666666667,0.9911689518940274,0.9370537185543228,4303.0,0.8885416666666667,0.9900332225913622,0.9693308550185874,0.9795726696407608,4304.0,0.9900332225913622,0.9844646271510517,0.9570167286245354,0.9705466540999057,4304.0,0.9844646271510517,0.9875674407694112,0.9781598513011153,0.9828411345862028,4304.0,0.9875674407694112,0.9858490566037735,0.9711895910780669,0.9784644194756554,4304.0,0.9858490566037735,0.9912176596249703,0.9702602230483272,0.9806269813314548,4304.0,0.9912176596249703,0.9901129943502824,0.9772304832713755,0.9836295603367634,4304.0,0.9901129943502824,0.9765753103771375,0.9686338289962825,0.9725883588008865,4304.0,0.9765753103771375,0.974295247266832,0.9728738141540396,0.9731654371032441,34431.0,0.9742977378590483,0.972873282797479,0.9731664859173518,34431.0
