runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-precision,cam_allwinner-recall,cam_allwinner-f1-score,cam_allwinner-support,cam_allwinner-accuracy,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,light-precision,light-recall,light-f1-score,light-support,light-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,plug-precision,plug-recall,plug-f1-score,plug-support,plug-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
3256.7066066265106,0.9108468796685568,0.9105572742761513,0.885468425871543,0.9586101941955674,0.9757816420483058,0.9671197033096544,45833.0,0.9586101941955674,0.914678558156819,0.8055373740018327,0.8566456687432568,45834.0,0.914678558156819,0.9083661923538487,0.871607172232275,0.8896071188717259,12158.0,0.9083661923538487,0.8295878282717501,0.9076886154383209,0.8668826771407437,45834.0,0.8295878282717501,0.9659589457840971,0.9921715676600223,0.9788898083694366,30402.0,0.9659589457840971,0.9154403437524165,0.9105572742761513,0.9118289952869635,180061.0,0.9124334898867534,0.9108468796685568,0.9102373466343555,180061.0
