runtime,accuracy,balanced_accuracy,mcc,light-1-precision,light-1-recall,light-1-f1-score,light-1-support,light-1-accuracy,light-2-precision,light-2-recall,light-2-f1-score,light-2-support,light-2-accuracy,light-3-precision,light-3-recall,light-3-f1-score,light-3-support,light-3-accuracy,light-4-precision,light-4-recall,light-4-f1-score,light-4-support,light-4-accuracy,light-5-precision,light-5-recall,light-5-f1-score,light-5-support,light-5-accuracy,light-6-precision,light-6-recall,light-6-f1-score,light-6-support,light-6-accuracy,light-7-precision,light-7-recall,light-7-f1-score,light-7-support,light-7-accuracy,light-8-precision,light-8-recall,light-8-f1-score,light-8-support,light-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
162.3181450366974,0.6620861385225492,0.6173621563772296,0.5021634654792585,0.5637507146941109,0.6032425818293056,0.582828432096941,3269.0,0.5637507146941109,0.6576576576576577,0.5569118095819346,0.6031064111037673,3277.0,0.6576576576576577,0.7343570937428375,0.801,0.7662322133205788,4000.0,0.7343570937428375,0.7586206896551724,0.3728813559322034,0.4999999999999999,59.0,0.7586206896551724,0.8947368421052632,0.29310344827586204,0.44155844155844154,58.0,0.8947368421052632,1.0,0.7377049180327869,0.8490566037735848,61.0,1.0,0.859375,0.9016393442622951,0.88,61.0,0.859375,0.78,0.6724137931034483,0.7222222222222223,58.0,0.78,0.7810622497318802,0.6173621563772296,0.668125540509442,10843.0,0.663173368807738,0.6620861385225492,0.6593236593492324,10843.0
