runtime,accuracy,balanced_accuracy,mcc,cam-1-precision,cam-1-recall,cam-1-f1-score,cam-1-support,cam-1-accuracy,cam-2-precision,cam-2-recall,cam-2-f1-score,cam-2-support,cam-2-accuracy,cam-3-precision,cam-3-recall,cam-3-f1-score,cam-3-support,cam-3-accuracy,cam-4-precision,cam-4-recall,cam-4-f1-score,cam-4-support,cam-4-accuracy,cam-5-precision,cam-5-recall,cam-5-f1-score,cam-5-support,cam-5-accuracy,cam-6-precision,cam-6-recall,cam-6-f1-score,cam-6-support,cam-6-accuracy,cam-7-precision,cam-7-recall,cam-7-f1-score,cam-7-support,cam-7-accuracy,cam-8-precision,cam-8-recall,cam-8-f1-score,cam-8-support,cam-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
0.9975259304046631,0.42355614934433133,0.4235525423600711,0.3432918121590655,0.8403645450536528,0.9962244423791822,0.9116810631229235,17216.0,0.8403645450536528,0.3842237252070826,0.2936973569561429,0.33291631000197536,17215.0,0.3842237252070826,0.3044935581858175,0.5065930874237583,0.38036461967899515,17215.0,0.3044935581858175,0.3842179818348471,0.2678478071449317,0.3156489594742607,17215.0,0.3842179818348471,0.3811582226177611,0.3483009003775777,0.36398955867176586,17215.0,0.3811582226177611,0.33775480907263855,0.34167876851582923,0.33970545769563965,17215.0,0.33775480907263855,0.3535562381852552,0.3476417286245353,0.35057403936269915,17216.0,0.3535562381852552,0.3669444857865754,0.2864362474586117,0.3217303363455453,17215.0,0.3669444857865754,0.4190891957429538,0.4235525423600711,0.4145762930442256,137722.0,0.4190917787899016,0.42355614934433133,0.4145794378033518,137722.0
