runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-precision,cam_allwinner-recall,cam_allwinner-f1-score,cam_allwinner-support,cam_allwinner-accuracy,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,light-precision,light-recall,light-f1-score,light-support,light-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,plug-precision,plug-recall,plug-f1-score,plug-support,plug-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
10635.725365161896,0.9890481559027219,0.9904494972034454,0.9858359207392443,0.9999127152115566,0.9997818165950297,0.9998472616190268,45833.0,0.9997818165950297,0.9726918355479939,0.985403848671292,0.9790065787334584,45834.0,0.985403848671292,0.9972770030530572,0.9940779733508801,0.9956749186472793,12158.0,0.9940779733508801,0.9858026054316626,0.9741021948771654,0.9799174750888899,45834.0,0.9741021948771654,0.9992103185048697,0.9988816525228603,0.999045958482745,30402.0,0.9988816525228603,0.990978895549828,0.9904494972034454,0.9906984385142799,180061.0,0.9890954709262804,0.9890481559027219,0.9890522407150044,180061.0
