runtime,accuracy,balanced_accuracy,mcc,plug-1-precision,plug-1-recall,plug-1-f1-score,plug-1-support,plug-1-accuracy,plug-2-precision,plug-2-recall,plug-2-f1-score,plug-2-support,plug-2-accuracy,plug-3-precision,plug-3-recall,plug-3-f1-score,plug-3-support,plug-3-accuracy,plug-4-precision,plug-4-recall,plug-4-f1-score,plug-4-support,plug-4-accuracy,plug-5-precision,plug-5-recall,plug-5-f1-score,plug-5-support,plug-5-accuracy,plug-6-precision,plug-6-recall,plug-6-f1-score,plug-6-support,plug-6-accuracy,plug-7-precision,plug-7-recall,plug-7-f1-score,plug-7-support,plug-7-accuracy,plug-8-precision,plug-8-recall,plug-8-f1-score,plug-8-support,plug-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
2664.166311979294,0.8578054075389777,0.8528815819290367,0.8359050804804764,0.8741976893453145,0.8297289064879684,0.8513830285982186,3283.0,0.8297289064879684,0.8658330517066577,0.8433179723502304,0.8544272136068035,3038.0,0.8433179723502304,0.8394381713026714,0.8556990454800674,0.8474906158765466,3562.0,0.8556990454800674,0.860127157129882,0.8611047965446692,0.8606156991934567,4399.0,0.8611047965446692,0.8632822317165116,0.8602554470323065,0.861766181635725,3993.0,0.8602554470323065,0.8510491916064672,0.8369418132611637,0.8439365512536243,2956.0,0.8369418132611637,0.8615139442231076,0.8986037234042553,0.8796680497925311,6016.0,0.8986037234042553,0.8438198658575535,0.8374009508716324,0.8405981546293352,3155.0,0.8374009508716324,0.8574076628610208,0.8528815819290367,0.8549856868232801,30402.0,0.8579066141194496,0.8578054075389777,0.8576846709596171,30402.0
