runtime,accuracy,balanced_accuracy,mcc,plug-1-1-precision,plug-1-1-recall,plug-1-1-f1-score,plug-1-1-support,plug-1-1-accuracy,plug-2-2-precision,plug-2-2-recall,plug-2-2-f1-score,plug-2-2-support,plug-2-2-accuracy,plug-3-3-precision,plug-3-3-recall,plug-3-3-f1-score,plug-3-3-support,plug-3-3-accuracy,plug-4-4-precision,plug-4-4-recall,plug-4-4-f1-score,plug-4-4-support,plug-4-4-accuracy,plug-5-5-precision,plug-5-5-recall,plug-5-5-f1-score,plug-5-5-support,plug-5-5-accuracy,plug-6-6-precision,plug-6-6-recall,plug-6-6-f1-score,plug-6-6-support,plug-6-6-accuracy,plug-7-7-precision,plug-7-7-recall,plug-7-7-f1-score,plug-7-7-support,plug-7-7-accuracy,plug-8-8-precision,plug-8-8-recall,plug-8-8-f1-score,plug-8-8-support,plug-8-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
2355.7915790081024,0.8565554897704099,0.8512488684142746,0.8344638570064754,0.8650463703229933,0.8239415169052696,0.84399375975039,3283.0,0.8239415169052696,0.8381046396841066,0.8383805134957208,0.8382425538917229,3038.0,0.8383805134957208,0.844536652835408,0.8571027512633352,0.8507733036087503,3562.0,0.8571027512633352,0.8565344093252634,0.8686065014776085,0.8625282167042889,4399.0,0.8686065014776085,0.8576371725160653,0.8690207863761583,0.8632914541609653,3993.0,0.8690207863761583,0.8558936691150753,0.827807848443843,0.8416165090283749,2956.0,0.827807848443843,0.8636875100466163,0.8931183510638298,0.8781564108850207,6016.0,0.8931183510638298,0.8651944627554383,0.8320126782884311,0.848279205041202,3155.0,0.8320126782884311,0.8558293608251208,0.8512488684142746,0.8533601766338395,30402.0,0.8566029557051156,0.8565554897704099,0.8564035116657459,30402.0
