runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-precision,cam_allwinner-recall,cam_allwinner-f1-score,cam_allwinner-support,cam_allwinner-accuracy,light-precision,light-recall,light-f1-score,light-support,light-accuracy,plug-precision,plug-recall,plug-f1-score,plug-support,plug-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
824.955260515213,0.9862660361563002,0.971535488268525,0.9769235705732471,0.9987342048405753,0.9984509316228127,0.9985925481424908,45834.0,0.9987342048405753,0.9797432986990309,0.9229314031913144,0.9504891787726061,12158.0,0.9797432986990309,0.9703084832904885,0.9932241299914479,0.9816325867169469,30402.0,0.9703084832904885,0.9829286622766983,0.971535488268525,0.9769047712106813,88394.0,0.9863454655207726,0.9862660361563002,0.9861430887667589,88394.0
