runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-precision,cam_allwinner-recall,cam_allwinner-f1-score,cam_allwinner-support,cam_allwinner-accuracy,light-precision,light-recall,light-f1-score,light-support,light-accuracy,plug-precision,plug-recall,plug-f1-score,plug-support,plug-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
1074.2258884906769,0.9976242731407109,0.9964245623391165,0.9960004228312344,0.9996725963112518,0.9992581926081076,0.9994653515041081,45834.0,0.9996725963112518,0.9922741842689241,0.9930087185392334,0.9926413155190134,12158.0,0.9922741842689241,0.9966789425226884,0.9970067758700085,0.9968428322425756,30402.0,0.9966789425226884,0.9962085743676216,0.9964245623391165,0.9963164997552324,88394.0,0.9976253650954394,0.9976242731407109,0.9976247688842934,88394.0
