runtime,accuracy,balanced_accuracy,mcc,cam_allwinner_streaming-1-precision,cam_allwinner_streaming-1-recall,cam_allwinner_streaming-1-f1-score,cam_allwinner_streaming-1-support,cam_allwinner_streaming-1-accuracy,cam_allwinner_streaming-2-precision,cam_allwinner_streaming-2-recall,cam_allwinner_streaming-2-f1-score,cam_allwinner_streaming-2-support,cam_allwinner_streaming-2-accuracy,cam_allwinner_streaming-3-precision,cam_allwinner_streaming-3-recall,cam_allwinner_streaming-3-f1-score,cam_allwinner_streaming-3-support,cam_allwinner_streaming-3-accuracy,cam_allwinner_streaming-4-precision,cam_allwinner_streaming-4-recall,cam_allwinner_streaming-4-f1-score,cam_allwinner_streaming-4-support,cam_allwinner_streaming-4-accuracy,cam_allwinner_streaming-5-precision,cam_allwinner_streaming-5-recall,cam_allwinner_streaming-5-f1-score,cam_allwinner_streaming-5-support,cam_allwinner_streaming-5-accuracy,cam_allwinner_streaming-6-precision,cam_allwinner_streaming-6-recall,cam_allwinner_streaming-6-f1-score,cam_allwinner_streaming-6-support,cam_allwinner_streaming-6-accuracy,cam_allwinner_streaming-7-precision,cam_allwinner_streaming-7-recall,cam_allwinner_streaming-7-f1-score,cam_allwinner_streaming-7-support,cam_allwinner_streaming-7-accuracy,cam_allwinner_streaming-8-precision,cam_allwinner_streaming-8-recall,cam_allwinner_streaming-8-f1-score,cam_allwinner_streaming-8-support,cam_allwinner_streaming-8-accuracy,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
2356.792998313904,0.4712208741653732,0.4305509365014514,0.4126722480768577,0.2414375771755378,0.4134208769196528,0.3048455257867312,8986.0,0.2414375771755378,0.2778024911032028,0.1249249849969994,0.17234717814267975,9998.0,0.2778024911032028,0.2672538360971582,0.3884,0.31663473688501204,10000.0,0.2672538360971582,0.2677486237220276,0.3745,0.31225247008796436,10000.0,0.2677486237220276,0.5257652668820182,0.3418,0.41427792255014845,10000.0,0.5257652668820182,0.417995444191344,0.2569,0.3182212312647096,10000.0,0.417995444191344,0.4628579146407347,0.3427,0.39381751321535274,10000.0,0.4628579146407347,0.28934834379735874,0.2673,0.2778875142946252,10000.0,0.28934834379735874,0.8144815010881713,0.8335038825016553,0.823882905932052,16613.0,0.8144815010881713,0.90076120665351,0.962059620596206,0.9304018637157834,13284.0,0.90076120665351,0.4465452205351063,0.4305509365014514,0.4264568861875059,108881.0,0.4845052370442835,0.4712208741653732,0.46693186082620336,108881.0
