runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-precision,cam_allwinner-recall,cam_allwinner-f1-score,cam_allwinner-support,cam_allwinner-accuracy,light-precision,light-recall,light-f1-score,light-support,light-accuracy,plug-precision,plug-recall,plug-f1-score,plug-support,plug-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
1070.093424320221,0.9983030522433649,0.9973580974843329,0.997142938727429,0.9997162996748358,0.9994763712527818,0.9995963210665851,45834.0,0.9997162996748358,0.9948169477581242,0.99457147557164,0.99469419652038,12158.0,0.9948169477581242,0.9975670699631772,0.9980264456285771,0.9977967049228846,30402.0,0.9975670699631772,0.9973667724653791,0.9973580974843329,0.9973624075032833,88394.0,0.9983032263633302,0.9983030522433649,0.9983031115700861,88394.0
