runtime,accuracy,balanced_accuracy,mcc,cam-1-precision,cam-1-recall,cam-1-f1-score,cam-1-support,cam-1-accuracy,cam-2-precision,cam-2-recall,cam-2-f1-score,cam-2-support,cam-2-accuracy,cam-3-precision,cam-3-recall,cam-3-f1-score,cam-3-support,cam-3-accuracy,cam-4-precision,cam-4-recall,cam-4-f1-score,cam-4-support,cam-4-accuracy,cam-5-precision,cam-5-recall,cam-5-f1-score,cam-5-support,cam-5-accuracy,cam-6-precision,cam-6-recall,cam-6-f1-score,cam-6-support,cam-6-accuracy,cam-7-precision,cam-7-recall,cam-7-f1-score,cam-7-support,cam-7-accuracy,cam-8-precision,cam-8-recall,cam-8-f1-score,cam-8-support,cam-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
2489.604839324951,0.8474049548372107,0.8474045135364192,0.8258312328442531,0.8589178356713427,0.995817843866171,0.9223154723477512,4304.0,0.8589178356713427,0.8501899335232669,0.832210085986521,0.8411039342337052,4303.0,0.8501899335232669,0.8464839094159714,0.825046468401487,0.8356277209083421,4304.0,0.8464839094159714,0.8291445699792483,0.8355018587360595,0.8323110751070478,4304.0,0.8291445699792483,0.8591040462427746,0.8287639405204461,0.8436613055818355,4304.0,0.8591040462427746,0.8373352165725048,0.8264405204460966,0.8318521983161833,4304.0,0.8373352165725048,0.8492063492063492,0.8203996282527881,0.8345544788466084,4304.0,0.8492063492063492,0.8475477168398163,0.8150557620817844,0.83098424730546,4304.0,0.8475477168398163,0.8472411971814093,0.8474045135364192,0.8465513040808668,34431.0,0.8472411115395069,0.8474049548372107,0.8465514622920672,34431.0
