runtime,accuracy,balanced_accuracy,mcc,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,plug-1-precision,plug-1-recall,plug-1-f1-score,plug-1-support,plug-1-accuracy,plug-2-precision,plug-2-recall,plug-2-f1-score,plug-2-support,plug-2-accuracy,plug-3-precision,plug-3-recall,plug-3-f1-score,plug-3-support,plug-3-accuracy,plug-4-precision,plug-4-recall,plug-4-f1-score,plug-4-support,plug-4-accuracy,plug-5-precision,plug-5-recall,plug-5-f1-score,plug-5-support,plug-5-accuracy,plug-6-precision,plug-6-recall,plug-6-f1-score,plug-6-support,plug-6-accuracy,plug-7-precision,plug-7-recall,plug-7-f1-score,plug-7-support,plug-7-accuracy,plug-8-precision,plug-8-recall,plug-8-f1-score,plug-8-support,plug-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
3378.59069275856,0.8035049732728872,0.8035061442613494,0.7818412037566883,0.9621267297887837,0.894077834179357,0.9268549377302228,2955.0,0.9621267297887837,0.9005037783375315,0.9675236806495264,0.9328114807566864,2956.0,0.9005037783375315,0.7885316539608883,0.8048037889039242,0.7965846308387745,2956.0,0.7885316539608883,0.800658978583196,0.8220568335588633,0.8112168252378568,2956.0,0.800658978583196,0.7694326008527386,0.793640054127199,0.7813488759367194,2956.0,0.7694326008527386,0.7501754385964913,0.7232746955345061,0.7364795039614191,2956.0,0.7501754385964913,0.7314569536423841,0.7475465313028765,0.7394142259414226,2955.0,0.7314569536423841,0.8152284263959391,0.8149526387009473,0.8150905092200981,2956.0,0.8152284263959391,0.7531446540880503,0.6481732070365359,0.6967272727272728,2956.0,0.7531446540880503,0.7646873025900189,0.8190121786197564,0.7909180006533812,2956.0,0.7646873025900189,0.8035946516836022,0.8035061442613494,0.8027446263003855,29558.0,0.8035917288072213,0.8035049732728872,0.8027425700072982,29558.0
