runtime,accuracy,balanced_accuracy,mcc,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,light-1-precision,light-1-recall,light-1-f1-score,light-1-support,light-1-accuracy,light-2-precision,light-2-recall,light-2-f1-score,light-2-support,light-2-accuracy,light-3-precision,light-3-recall,light-3-f1-score,light-3-support,light-3-accuracy,light-4-precision,light-4-recall,light-4-f1-score,light-4-support,light-4-accuracy,light-5-precision,light-5-recall,light-5-f1-score,light-5-support,light-5-accuracy,light-6-precision,light-6-recall,light-6-f1-score,light-6-support,light-6-accuracy,light-7-precision,light-7-recall,light-7-f1-score,light-7-support,light-7-accuracy,light-8-precision,light-8-recall,light-8-f1-score,light-8-support,light-8-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
497.28268671035767,0.7203205434378814,0.6297046225712724,0.6529631420601703,0.8575247260090885,0.802,0.8288334840459888,4000.0,0.8575247260090885,0.5953978906999041,0.5698990516977669,0.5823694904657705,3269.0,0.5953978906999041,0.55549696809913,0.6429661275556912,0.596039603960396,3277.0,0.55549696809913,0.6811713191023536,0.62225,0.6503788868565455,4000.0,0.6811713191023536,0.4716981132075472,0.423728813559322,0.4464285714285714,59.0,0.4716981132075472,0.48484848484848486,0.27586206896551724,0.3516483516483517,58.0,0.48484848484848486,0.9565217391304348,0.7213114754098361,0.822429906542056,61.0,0.9565217391304348,0.9423076923076923,0.8032786885245902,0.8672566371681416,61.0,0.9423076923076923,0.6590909090909091,0.5,0.5686274509803921,58.0,0.6590909090909091,0.8708701721731038,0.93575,0.9021450952036635,4000.0,0.8708701721731038,0.7074928014668649,0.6297046225712724,0.6616157478299878,18843.0,0.7225490318496246,0.7203205434378814,0.7199067915071213,18843.0
