runtime,accuracy,balanced_accuracy,mcc,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,light-1-precision,light-1-recall,light-1-f1-score,light-1-support,light-1-accuracy,light-2-precision,light-2-recall,light-2-f1-score,light-2-support,light-2-accuracy,light-3-precision,light-3-recall,light-3-f1-score,light-3-support,light-3-accuracy,light-4-precision,light-4-recall,light-4-f1-score,light-4-support,light-4-accuracy,light-5-precision,light-5-recall,light-5-f1-score,light-5-support,light-5-accuracy,light-6-precision,light-6-recall,light-6-f1-score,light-6-support,light-6-accuracy,light-7-precision,light-7-recall,light-7-f1-score,light-7-support,light-7-accuracy,light-8-precision,light-8-recall,light-8-f1-score,light-8-support,light-8-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
954.4458858966827,0.9128588865891843,0.8072536558462812,0.8917021307533902,0.9469069654164637,0.972,0.9592894152479644,4000.0,0.9469069654164637,0.9038901601830663,0.8458244111349036,0.8738938053097346,3269.0,0.9038901601830663,0.8478964401294499,0.8794629234055539,0.8633912522468544,3277.0,0.8478964401294499,0.8825980392156862,0.90025,0.8913366336633664,4000.0,0.8825980392156862,0.8648648648648649,0.5423728813559322,0.6666666666666667,59.0,0.8648648648648649,0.7346938775510204,0.6206896551724138,0.6728971962616822,58.0,0.7346938775510204,0.8928571428571429,0.819672131147541,0.8547008547008548,61.0,0.8928571428571429,0.8727272727272727,0.7868852459016393,0.8275862068965518,61.0,0.8727272727272727,0.8113207547169812,0.7413793103448276,0.7747747747747747,58.0,0.8113207547169812,0.9764497341099012,0.964,0.9701849289218769,4000.0,0.9764497341099012,0.8734205251771849,0.8072536558462812,0.8354721734690326,18843.0,0.9131024278490726,0.9128588865891843,0.9125539305266775,18843.0
