runtime,accuracy,balanced_accuracy,mcc,plug-1-1-precision,plug-1-1-recall,plug-1-1-f1-score,plug-1-1-support,plug-1-1-accuracy,plug-2-2-precision,plug-2-2-recall,plug-2-2-f1-score,plug-2-2-support,plug-2-2-accuracy,plug-3-3-precision,plug-3-3-recall,plug-3-3-f1-score,plug-3-3-support,plug-3-3-accuracy,plug-4-4-precision,plug-4-4-recall,plug-4-4-f1-score,plug-4-4-support,plug-4-4-accuracy,plug-5-5-precision,plug-5-5-recall,plug-5-5-f1-score,plug-5-5-support,plug-5-5-accuracy,plug-6-6-precision,plug-6-6-recall,plug-6-6-f1-score,plug-6-6-support,plug-6-6-accuracy,plug-7-7-precision,plug-7-7-recall,plug-7-7-f1-score,plug-7-7-support,plug-7-7-accuracy,plug-8-8-precision,plug-8-8-recall,plug-8-8-f1-score,plug-8-8-support,plug-8-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
2791.9733471870422,0.5915729228340241,0.5718605821150733,0.5279926356137375,0.6641274238227147,0.5842217484008528,0.6216172419380975,3283.0,0.5842217484008528,0.6553743203680469,0.5157998683344306,0.5772702155093019,3038.0,0.5157998683344306,0.611038961038961,0.5283548568220101,0.566696778078892,3562.0,0.5283548568220101,0.5903508771929824,0.6119572630143214,0.6009599285634556,4399.0,0.6119572630143214,0.6264204545454546,0.5522163786626596,0.5869825635565021,3993.0,0.5522163786626596,0.7088607594936709,0.530446549391069,0.6068111455108359,2956.0,0.530446549391069,0.49344978165938863,0.7701130319148937,0.6014930217461864,6016.0,0.7701130319148937,0.6435224386113463,0.48177496038034867,0.5510241073046945,3155.0,0.48177496038034867,0.6241431270915707,0.5718605821150733,0.5891068752759958,30402.0,0.6098423875411414,0.5915729228340241,0.5904654683589962,30402.0
