runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-1-precision,cam_allwinner-1-recall,cam_allwinner-1-f1-score,cam_allwinner-1-support,cam_allwinner-1-accuracy,cam_allwinner-2-precision,cam_allwinner-2-recall,cam_allwinner-2-f1-score,cam_allwinner-2-support,cam_allwinner-2-accuracy,cam_allwinner-3-precision,cam_allwinner-3-recall,cam_allwinner-3-f1-score,cam_allwinner-3-support,cam_allwinner-3-accuracy,cam_allwinner-4-precision,cam_allwinner-4-recall,cam_allwinner-4-f1-score,cam_allwinner-4-support,cam_allwinner-4-accuracy,cam_allwinner-5-precision,cam_allwinner-5-recall,cam_allwinner-5-f1-score,cam_allwinner-5-support,cam_allwinner-5-accuracy,cam_allwinner-6-precision,cam_allwinner-6-recall,cam_allwinner-6-f1-score,cam_allwinner-6-support,cam_allwinner-6-accuracy,cam_allwinner-7-precision,cam_allwinner-7-recall,cam_allwinner-7-f1-score,cam_allwinner-7-support,cam_allwinner-7-accuracy,cam_allwinner-8-precision,cam_allwinner-8-recall,cam_allwinner-8-f1-score,cam_allwinner-8-support,cam_allwinner-8-accuracy,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
25636.95003437996,0.7650216088108184,0.765017398382904,0.7391319339789172,0.8330708661417323,0.983271375464684,0.9019607843137255,4304.0,0.8330708661417323,0.723747591522158,0.6981877323420075,0.7107379375591296,4304.0,0.723747591522158,0.7672794973237143,0.7660315985130112,0.7666550401116149,4304.0,0.7672794973237143,0.6966036015500342,0.7100371747211895,0.7032562420895179,4304.0,0.6966036015500342,0.7315155981331368,0.6920752963049036,0.7112491043706711,4303.0,0.7315155981331368,0.71779284545242,0.7132899628252788,0.7155343200093229,4304.0,0.71779284545242,0.7082706766917293,0.6567511038810132,0.6815386470517303,4303.0,0.7082706766917293,0.7027487229384578,0.6712360594795539,0.6866310160427807,4304.0,0.7027487229384578,0.8923456790123456,0.8396840148698885,0.8652142686138377,4304.0,0.8923456790123456,0.8561540125459658,0.9196096654275093,0.8867480676599082,4304.0,0.8561540125459658,0.7629529091311694,0.765017398382904,0.7629525427822239,43038.0,0.7629549101429134,0.7650216088108184,0.7629556358008154,43038.0
