runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-1-precision,cam_allwinner-1-recall,cam_allwinner-1-f1-score,cam_allwinner-1-support,cam_allwinner-1-accuracy,cam_allwinner-2-precision,cam_allwinner-2-recall,cam_allwinner-2-f1-score,cam_allwinner-2-support,cam_allwinner-2-accuracy,cam_allwinner-3-precision,cam_allwinner-3-recall,cam_allwinner-3-f1-score,cam_allwinner-3-support,cam_allwinner-3-accuracy,cam_allwinner-4-precision,cam_allwinner-4-recall,cam_allwinner-4-f1-score,cam_allwinner-4-support,cam_allwinner-4-accuracy,cam_allwinner-5-precision,cam_allwinner-5-recall,cam_allwinner-5-f1-score,cam_allwinner-5-support,cam_allwinner-5-accuracy,cam_allwinner-6-precision,cam_allwinner-6-recall,cam_allwinner-6-f1-score,cam_allwinner-6-support,cam_allwinner-6-accuracy,cam_allwinner-7-precision,cam_allwinner-7-recall,cam_allwinner-7-f1-score,cam_allwinner-7-support,cam_allwinner-7-accuracy,cam_allwinner-8-precision,cam_allwinner-8-recall,cam_allwinner-8-f1-score,cam_allwinner-8-support,cam_allwinner-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
77327.01071453094,0.9742383317359357,0.9742384859767587,0.9706475610651221,0.9004034826927161,0.9851301115241635,0.9408631976034616,4304.0,0.9004034826927161,0.985452839042703,0.9758364312267658,0.9806210600046695,4304.0,0.985452839042703,0.9840930674264008,0.9630576208178439,0.9734617191169563,4304.0,0.9840930674264008,0.9834344377041531,0.9795491517545898,0.9814879497031086,4303.0,0.9834344377041531,0.9882103277528884,0.9737453531598513,0.9809245172615565,4304.0,0.9882103277528884,0.9891637220259129,0.9756040892193308,0.9823371154520998,4304.0,0.9891637220259129,0.9893415442918049,0.9704925650557621,0.9798264133239503,4304.0,0.9893415442918049,0.9818993888105313,0.9704925650557621,0.9761626548258938,4304.0,0.9818993888105313,0.9752498512183888,0.9742384859767587,0.974460578411462,34431.0,0.9752496135085783,0.9742383317359357,0.9744603743113404,34431.0
