runtime,accuracy,balanced_accuracy,mcc,cam_allwinner_streaming-1-precision,cam_allwinner_streaming-1-recall,cam_allwinner_streaming-1-f1-score,cam_allwinner_streaming-1-support,cam_allwinner_streaming-1-accuracy,cam_allwinner_streaming-2-precision,cam_allwinner_streaming-2-recall,cam_allwinner_streaming-2-f1-score,cam_allwinner_streaming-2-support,cam_allwinner_streaming-2-accuracy,cam_allwinner_streaming-3-precision,cam_allwinner_streaming-3-recall,cam_allwinner_streaming-3-f1-score,cam_allwinner_streaming-3-support,cam_allwinner_streaming-3-accuracy,cam_allwinner_streaming-4-precision,cam_allwinner_streaming-4-recall,cam_allwinner_streaming-4-f1-score,cam_allwinner_streaming-4-support,cam_allwinner_streaming-4-accuracy,cam_allwinner_streaming-5-precision,cam_allwinner_streaming-5-recall,cam_allwinner_streaming-5-f1-score,cam_allwinner_streaming-5-support,cam_allwinner_streaming-5-accuracy,cam_allwinner_streaming-6-precision,cam_allwinner_streaming-6-recall,cam_allwinner_streaming-6-f1-score,cam_allwinner_streaming-6-support,cam_allwinner_streaming-6-accuracy,cam_allwinner_streaming-7-precision,cam_allwinner_streaming-7-recall,cam_allwinner_streaming-7-f1-score,cam_allwinner_streaming-7-support,cam_allwinner_streaming-7-accuracy,cam_allwinner_streaming-8-precision,cam_allwinner_streaming-8-recall,cam_allwinner_streaming-8-f1-score,cam_allwinner_streaming-8-support,cam_allwinner_streaming-8-accuracy,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
1520.7565591335297,0.4206243513560676,0.3802183574632027,0.3617800112665953,0.22357474384797268,0.2841086133986201,0.2502327860818427,8986.0,0.22357474384797268,0.24341580207501995,0.1220244048809762,0.16255829447035308,9998.0,0.24341580207501995,0.21474651146483417,0.6125,0.31800010383676863,10000.0,0.21474651146483417,0.3345372460496614,0.0741,0.12132623823168236,10000.0,0.3345372460496614,0.40215534235773426,0.306,0.34754954852632175,10000.0,0.40215534235773426,0.3922935779816514,0.2138,0.2767637540453074,10000.0,0.3922935779816514,0.4149229707978846,0.3609,0.3860305915071131,10000.0,0.4149229707978846,0.2781032588795313,0.1519,0.19648169706376925,10000.0,0.2781032588795313,0.8275951501004992,0.7683139709865767,0.7968535397677613,16613.0,0.8275951501004992,0.6328456819254366,0.9085365853658537,0.7460361613351878,13284.0,0.6328456819254366,0.3964190285480226,0.3802183574632027,0.3601832714866108,108881.0,0.4313504025495173,0.4206243513560676,0.399370332742114,108881.0
