runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-1-precision,cam_allwinner-1-recall,cam_allwinner-1-f1-score,cam_allwinner-1-support,cam_allwinner-1-accuracy,cam_allwinner-2-precision,cam_allwinner-2-recall,cam_allwinner-2-f1-score,cam_allwinner-2-support,cam_allwinner-2-accuracy,cam_allwinner-3-precision,cam_allwinner-3-recall,cam_allwinner-3-f1-score,cam_allwinner-3-support,cam_allwinner-3-accuracy,cam_allwinner-4-precision,cam_allwinner-4-recall,cam_allwinner-4-f1-score,cam_allwinner-4-support,cam_allwinner-4-accuracy,cam_allwinner-5-precision,cam_allwinner-5-recall,cam_allwinner-5-f1-score,cam_allwinner-5-support,cam_allwinner-5-accuracy,cam_allwinner-6-precision,cam_allwinner-6-recall,cam_allwinner-6-f1-score,cam_allwinner-6-support,cam_allwinner-6-accuracy,cam_allwinner-7-precision,cam_allwinner-7-recall,cam_allwinner-7-f1-score,cam_allwinner-7-support,cam_allwinner-7-accuracy,cam_allwinner-8-precision,cam_allwinner-8-recall,cam_allwinner-8-f1-score,cam_allwinner-8-support,cam_allwinner-8-accuracy,iot_noise-precision,iot_noise-recall,iot_noise-f1-score,iot_noise-support,iot_noise-accuracy,network_noise-precision,network_noise-recall,network_noise-f1-score,network_noise-support,network_noise-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
13156.461358070374,0.783656303731586,0.7836535005835817,0.7598446590004131,0.8279695728496197,0.9862918215613383,0.9002226699183544,4304.0,0.8279695728496197,0.735734331150608,0.7311178247734139,0.7334188133815129,4303.0,0.735734331150608,0.7746934998843396,0.7781133828996283,0.7763996754375797,4304.0,0.7746934998843396,0.728412585758221,0.7155472925865675,0.7219226260257914,4303.0,0.728412585758221,0.7551020408163265,0.7393122676579925,0.7471237379666588,4304.0,0.7551020408163265,0.7476053639846744,0.7253717472118959,0.7363207547169811,4304.0,0.7476053639846744,0.7503871966959216,0.6754182156133829,0.7109317681584739,4304.0,0.7503871966959216,0.7270080077651055,0.6960966542750929,0.7112166172106825,4304.0,0.7270080077651055,0.8959980829139708,0.8687267657992565,0.8821517046124807,4304.0,0.8959980829139708,0.8751932847360283,0.9205390334572491,0.897293624731061,4304.0,0.8751932847360283,0.7818103966554815,0.7836535005835817,0.7817001992159576,43038.0,0.7818127079588971,0.783656303731586,0.7817027099961757,43038.0
