runtime,accuracy,balanced_accuracy,mcc,cam_allwinner-precision,cam_allwinner-recall,cam_allwinner-f1-score,cam_allwinner-support,cam_allwinner-accuracy,light-precision,light-recall,light-f1-score,light-support,light-accuracy,plug-precision,plug-recall,plug-f1-score,plug-support,plug-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
1053.2363789081573,0.9997511143290269,0.9995395261201797,0.9995809609048354,1.0,0.9999345464065977,0.9999672721322206,45834.0,0.9999345464065977,0.9995061728395062,0.9988484948182267,0.9991772256047392,12158.0,0.9988484948182267,0.9994739091835728,0.9998355371357147,0.9996546904546576,30402.0,0.9998355371357147,0.9996600273410263,0.9995395261201797,0.9995997293972058,88394.0,0.9997511351039855,0.9997511143290269,0.9997510980271639,88394.0
