runtime,accuracy,balanced_accuracy,mcc,cam-1-precision,cam-1-recall,cam-1-f1-score,cam-1-support,cam-1-accuracy,cam-2-precision,cam-2-recall,cam-2-f1-score,cam-2-support,cam-2-accuracy,cam-3-precision,cam-3-recall,cam-3-f1-score,cam-3-support,cam-3-accuracy,cam-4-precision,cam-4-recall,cam-4-f1-score,cam-4-support,cam-4-accuracy,cam-5-precision,cam-5-recall,cam-5-f1-score,cam-5-support,cam-5-accuracy,cam-6-precision,cam-6-recall,cam-6-f1-score,cam-6-support,cam-6-accuracy,cam-7-precision,cam-7-recall,cam-7-f1-score,cam-7-support,cam-7-accuracy,cam-8-precision,cam-8-recall,cam-8-f1-score,cam-8-support,cam-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
340.89319801330566,0.4375181524724705,0.43751561583939064,0.35896728762580044,0.8390034076308586,0.9970127456186936,0.9112088578795693,15064.0,0.8390034076308586,0.39294393698147995,0.311292571200956,0.34738479774781444,15063.0,0.39294393698147995,0.3209361319094963,0.520746199296289,0.39712434183880113,15063.0,0.3209361319094963,0.3712630359212051,0.3190387679235263,0.3431754079046021,15064.0,0.3712630359212051,0.4004655703236465,0.3540463387107482,0.37582804792107116,15063.0,0.4004655703236465,0.3642043366409408,0.3289517360419571,0.3456815962048277,15063.0,0.3642043366409408,0.375,0.3668591913961362,0.37088492902446396,15063.0,0.375,0.3914352050907215,0.3021773765268189,0.3410632000899112,15064.0,0.3914352050907215,0.4319064530622936,0.43751561583939064,0.4290438973263826,120507.0,0.43190899218690426,0.4375181524724705,0.4290464558148845,120507.0
