runtime,accuracy,balanced_accuracy,mcc,light-1-precision,light-1-recall,light-1-f1-score,light-1-support,light-1-accuracy,light-2-precision,light-2-recall,light-2-f1-score,light-2-support,light-2-accuracy,light-3-precision,light-3-recall,light-3-f1-score,light-3-support,light-3-accuracy,light-4-precision,light-4-recall,light-4-f1-score,light-4-support,light-4-accuracy,light-5-precision,light-5-recall,light-5-f1-score,light-5-support,light-5-accuracy,light-6-precision,light-6-recall,light-6-f1-score,light-6-support,light-6-accuracy,light-7-precision,light-7-recall,light-7-f1-score,light-7-support,light-7-accuracy,light-8-precision,light-8-recall,light-8-f1-score,light-8-support,light-8-accuracy,macro avg-precision,macro avg-recall,macro avg-f1-score,macro avg-support,weighted avg-precision,weighted avg-recall,weighted avg-f1-score,weighted avg-support
384.8962502479553,0.8530849395923638,0.7245031201603296,0.7840653292996748,0.8391502276176024,0.8458244111349036,0.8424741011578305,3269.0,0.8391502276176024,0.8696214817211259,0.8202624351541044,0.8442211055276382,3277.0,0.8696214817211259,0.8578909783384908,0.901,0.8789172052188757,4000.0,0.8578909783384908,0.5769230769230769,0.5084745762711864,0.5405405405405405,59.0,0.5769230769230769,0.54,0.46551724137931033,0.5,58.0,0.54,0.9322033898305084,0.9016393442622951,0.9166666666666666,61.0,0.9322033898305084,0.9444444444444444,0.8360655737704918,0.8869565217391304,61.0,0.9444444444444444,0.7317073170731707,0.5172413793103449,0.606060606060606,58.0,0.7317073170731707,0.7864926144935525,0.7245031201603296,0.751979593363911,10843.0,0.8527869230706919,0.8530849395923638,0.852374217643704,10843.0
